Genotype,Population,Pedigree,Tester,Plotcode,LOC,IncBlockNo.,Rep,DMY,DMC,PH,DtTAS,DtSILK,NBPL
CFD11-319,CFD11,F353 x UH304,UH007,731,SYN,B74,R6,174.8,38.5,300,74,76,70
CFD10-111,CFD10,F353 x UH250,UH007,732,SYN,B74,R6,162.7,36.2,270,74,76,75
CFD12-325,CFD12,F353 x W117,UH007,733,SYN,B74,R6,150.5,34.8,260,74,77,74
CFD03-084,CFD03,F353 x D06,UH007,734,SYN,B74,R6,164.2,34.5,280,74,77,64
CFD04-112,CFD04,F353 x D09,UH007,735,SYN,B74,R6,106.4,35.9,240,74,81,69
CFD06-013,CFD06,F353 x F252,UH007,736,SYN,B74,R6,167.6,32.8,290,74,77,67
CFD11-062,CFD11,F353 x UH304,UH007,737,SYN,B74,R6,156.1,35.3,270,74,76,71
CFD08-310,CFD08,F353 x F98902,UH007,738,SYN,B74,R6,175.2,32.5,280,74,76,75
CFD09-341,CFD09,F353 x Mo17,UH007,739,SYN,B74,R6,128.3,32,280,74,79,70
A287,NA,NA,UH007,740,SYN,B74,R6,184.9,29,280,79,82,75
A287,NA,NA,UH007,741,SYN,B75,R6,192.1,30.7,290,74,82,72
CFD11-303,CFD11,F353 x UH304,UH007,742,SYN,B75,R6,144.9,37.4,275,74,77,61
CFD06-042,CFD06,F353 x F252,UH007,743,SYN,B75,R6,158.3,42.3,290,74,76,70
CFD03-303,CFD03,F353 x D06,UH007,744,SYN,B75,R6,137.7,35.7,280,74,75,68
CFD12-082,CFD12,F353 x W117,UH007,745,SYN,B75,R6,NA,NA,265,74,77,70
CFD02-313,CFD02,F353 x B73,UH007,746,SYN,B75,R6,165.2,31.5,300,74,79,69
CFD06-322,CFD06,F353 x F252,UH007,747,SYN,B75,R6,148.8,35.4,305,74,79,70
CFD07-029,CFD07,F353 x F618,UH007,748,SYN,B75,R6,162.9,31.2,280,74,79,70
CFD06-343,CFD06,F353 x F252,UH007,749,SYN,B75,R6,150,37.2,290,74,77,75
CFD06-069,CFD06,F353 x F252,UH007,750,SYN,B75,R6,148.9,39.6,270,74,76,71
CFD03-045,CFD03,F353 x D06,UH007,751,SYN,B76,R6,175.2,35.7,315,74,79,73
CFD11-346,CFD11,F353 x UH304,UH007,752,SYN,B76,R6,168.1,33.6,280,74,79,80
CFD06-309,CFD06,F353 x F252,UH007,753,SYN,B76,R6,124,38.4,280,74,76,63
CFD09-338,CFD09,F353 x Mo17,UH007,754,SYN,B76,R6,177.4,30,310,74,84,71
CFD10-131,CFD10,F353 x UH250,UH007,755,SYN,B76,R6,148,33.1,255,74,77,70
CFD10-321,CFD10,F353 x UH250,UH007,756,SYN,B76,R6,NA,NA,305,74,78,66
CFD06-308,CFD06,F353 x F252,UH007,757,SYN,B76,R6,136.4,39.5,305,74,77,68
CFD02-060,CFD02,F353 x B73,UH007,758,SYN,B76,R6,181.1,30.9,310,74,79,70
CFD09-333,CFD09,F353 x Mo17,UH007,759,SYN,B76,R6,134.9,29.9,285,74,80,72
CFD04-095,CFD04,F353 x D09,UH007,760,SYN,B76,R6,160.7,37.1,285,74,76,69
CFD06-059,CFD06,F353 x F252,UH007,761,SYN,B77,R6,147.5,35.4,290,74,79,68
CFD08-302,CFD08,F353 x F98902,UH007,762,SYN,B77,R6,147.1,31.1,300,74,77,67
